State,County,Candidate,Party,Incumbent,Vote,Pct,Winner,Delegates,fips
Alabama,Autauga,Donald Trump,Republican,No,7678,82.8,Yes,50,1001
Alabama,Autauga,Nikki Haley,Republican,No,1143,12.3,No,0,1001
Alabama,Baldwin,Donald Trump,Republican,No,30242,80,Yes,50,1003
Alabama,Baldwin,Nikki Haley,Republican,No,6093,16.1,No,0,1003
Alabama,Barbour,Donald Trump,Republican,No,30242,80,Yes,50,1005
Alabama,Barbour,Nikki Haley,Republican,No,6093,16.1,No,0,1005
Alabama,Bibb,Donald Trump,Republican,No,2815,93.4,Yes,50,1007
Alabama,Bibb,Nikki Haley,Republican,No,135,4.5,No,0,1007
Alabama,Blount,Donald Trump,Republican,No,8834,91.3,Yes,50,1009
Alabama,Blount,Nikki Haley,Republican,No,556,5.7,No,0,1009
Alabama,Bullock,Donald Trump,Republican,No,8834,91.3,Yes,50,1011
Alabama,Bullock,Nikki Haley,Republican,No,556,5.7,No,0,1011
Alabama,Butler,Donald Trump,Republican,No,2357,90.2,Yes,50,1013
Alabama,Butler,Nikki Haley,Republican,No,194,7.4,No,0,1013
Alabama,Calhoun,Donald Trump,Republican,No,13191,86.1,Yes,50,1015
Alabama,Calhoun,Nikki Haley,Republican,No,1491,9.7,No,0,1015
Alabama,Chambers,Donald Trump,Republican,No,13191,86.1,Yes,50,1017
Alabama,Chambers,Nikki Haley,Republican,No,1491,9.7,No,0,1017
Alabama,Cherokee,Donald Trump,Republican,No,3768,89.5,Yes,50,1019
Alabama,Cherokee,Nikki Haley,Republican,No,346,8.2,No,0,1019
Alabama,Chilton,Donald Trump,Republican,No,7272,91.4,Yes,50,1021
Alabama,Chilton,Nikki Haley,Republican,No,461,5.8,No,0,1021
Alabama,Choctaw,Donald Trump,Republican,No,7272,91.4,Yes,50,1023
Alabama,Choctaw,Nikki Haley,Republican,No,461,5.8,No,0,1023
Alabama,Clarke,Donald Trump,Republican,No,3096,91.5,Yes,50,1025
Alabama,Clarke,Nikki Haley,Republican,No,212,6.3,No,0,1025
Alabama,Clay,Donald Trump,Republican,No,3189,90.8,Yes,50,1027
Alabama,Clay,Nikki Haley,Republican,No,234,6.7,No,0,1027
Alabama,Cleburne,Donald Trump,Republican,No,3189,90.8,Yes,50,1029
Alabama,Cleburne,Nikki Haley,Republican,No,234,6.7,No,0,1029
Alabama,Coffee,Donald Trump,Republican,No,7582,86.3,Yes,50,1031
Alabama,Coffee,Nikki Haley,Republican,No,859,9.8,No,0,1031
Alabama,Colbert,Donald Trump,Republican,No,7157,85.6,Yes,50,1033
Alabama,Colbert,Nikki Haley,Republican,No,891,10.6,No,0,1033
Alabama,Conecuh,Donald Trump,Republican,No,7157,85.6,Yes,50,1035
Alabama,Conecuh,Nikki Haley,Republican,No,891,10.6,No,0,1035
Alabama,Coosa,Donald Trump,Republican,No,1889,90.2,Yes,50,1037
Alabama,Coosa,Nikki Haley,Republican,No,146,7,No,0,1037
Alabama,Covington,Donald Trump,Republican,No,6728,91,Yes,50,1039
Alabama,Covington,Nikki Haley,Republican,No,441,6,No,0,1039
Alabama,Crenshaw,Donald Trump,Republican,No,6728,91,Yes,50,1041
Alabama,Crenshaw,Nikki Haley,Republican,No,441,6,No,0,1041
Alabama,Cullman,Donald Trump,Republican,No,15255,89.3,Yes,50,1043
Alabama,Cullman,Nikki Haley,Republican,No,1308,7.7,No,0,1043
Alabama,Dale,Donald Trump,Republican,No,5784,86.9,Yes,50,1045
Alabama,Dale,Nikki Haley,Republican,No,599,9,No,0,1045
Alabama,Dallas,Donald Trump,Republican,No,5784,86.9,Yes,50,1047
Alabama,Dallas,Nikki Haley,Republican,No,599,9,No,0,1047
Alabama,DeKalb,Donald Trump,Republican,No,9707,89.4,Yes,50,1049
Alabama,DeKalb,Nikki Haley,Republican,No,787,7.2,No,0,1049
Alabama,Elmore,Donald Trump,Republican,No,11960,85.8,Yes,50,1051
Alabama,Elmore,Nikki Haley,Republican,No,1497,10.7,No,0,1051
Alabama,Escambia,Donald Trump,Republican,No,11960,85.8,Yes,50,1053
Alabama,Escambia,Nikki Haley,Republican,No,1497,10.7,No,0,1053
Alabama,Etowah,Donald Trump,Republican,No,11137,87.7,Yes,50,1055
Alabama,Etowah,Nikki Haley,Republican,No,1184,9.3,No,0,1055
Alabama,Fayette,Donald Trump,Republican,No,3176,92.1,Yes,50,1057
Alabama,Fayette,Nikki Haley,Republican,No,201,5.8,No,0,1057
Alabama,Franklin,Donald Trump,Republican,No,3176,92.1,Yes,50,1059
Alabama,Franklin,Nikki Haley,Republican,No,201,5.8,No,0,1059
Alabama,Geneva,Donald Trump,Republican,No,4533,91.4,Yes,50,1061
Alabama,Geneva,Nikki Haley,Republican,No,296,6,No,0,1061
Alabama,Greene,Donald Trump,Republican,No,192,90.1,Yes,50,1063
Alabama,Greene,Nikki Haley,Republican,No,18,8.5,No,0,1063
Alabama,Hale,Donald Trump,Republican,No,192,90.1,Yes,50,1065
Alabama,Hale,Nikki Haley,Republican,No,18,8.5,No,0,1065
Alabama,Henry,Donald Trump,Republican,No,3137,88.8,Yes,50,1067
Alabama,Henry,Nikki Haley,Republican,No,283,8,No,0,1067
Alabama,Houston,Donald Trump,Republican,No,10587,86.1,Yes,50,1069
Alabama,Houston,Nikki Haley,Republican,No,1322,10.7,No,0,1069
Alabama,Jackson,Donald Trump,Republican,No,10587,86.1,Yes,50,1071
Alabama,Jackson,Nikki Haley,Republican,No,1322,10.7,No,0,1071
Alabama,Jefferson,Donald Trump,Republican,No,37459,75.4,Yes,50,1073
Alabama,Jefferson,Nikki Haley,Republican,No,10150,20.4,No,0,1073
Alabama,Lamar,Donald Trump,Republican,No,2958,92.3,Yes,50,1075
Alabama,Lamar,Nikki Haley,Republican,No,166,5.2,No,0,1075
Alabama,Lauderdale,Donald Trump,Republican,No,2958,92.3,Yes,50,1077
Alabama,Lauderdale,Nikki Haley,Republican,No,166,5.2,No,0,1077
Alabama,Lawrence,Donald Trump,Republican,No,4082,89.6,Yes,50,1079
Alabama,Lawrence,Nikki Haley,Republican,No,360,7.9,No,0,1079
Alabama,Lee,Donald Trump,Republican,No,11621,74.9,Yes,50,1081
Alabama,Lee,Nikki Haley,Republican,No,3023,19.5,No,0,1081
Alabama,Limestone,Donald Trump,Republican,No,11621,74.9,Yes,50,1083
Alabama,Limestone,Nikki Haley,Republican,No,3023,19.5,No,0,1083
Alabama,Lowndes,Donald Trump,Republican,No,579,93.5,Yes,50,1085
Alabama,Lowndes,Nikki Haley,Republican,No,28,4.5,No,0,1085
Alabama,Macon,Donald Trump,Republican,No,471,86.7,Yes,50,1087
Alabama,Macon,Nikki Haley,Republican,No,51,9.4,No,0,1087
Alabama,Madison,Donald Trump,Republican,No,471,86.7,Yes,50,1089
Alabama,Madison,Nikki Haley,Republican,No,51,9.4,No,0,1089
Alabama,Marengo,Donald Trump,Republican,No,914,93.2,Yes,50,1091
Alabama,Marengo,Nikki Haley,Republican,No,48,4.9,No,0,1091
Alabama,Marion,Donald Trump,Republican,No,5247,91.4,Yes,50,1093
Alabama,Marion,Nikki Haley,Republican,No,336,5.8,No,0,1093
Alabama,Marshall,Donald Trump,Republican,No,5247,91.4,Yes,50,1095
Alabama,Marshall,Nikki Haley,Republican,No,336,5.8,No,0,1095
Alabama,Mobile,Donald Trump,Republican,No,35718,82.1,Yes,50,1097
Alabama,Mobile,Nikki Haley,Republican,No,5831,13.4,No,0,1097
Alabama,Monroe,Donald Trump,Republican,No,2750,90.3,Yes,50,1099
Alabama,Monroe,Nikki Haley,Republican,No,203,6.7,No,0,1099
Alabama,Montgomery,Donald Trump,Republican,No,2750,90.3,Yes,50,1101
Alabama,Montgomery,Nikki Haley,Republican,No,203,6.7,No,0,1101
Alabama,Morgan,Donald Trump,Republican,No,13425,82.4,Yes,50,1103
Alabama,Morgan,Nikki Haley,Republican,No,2237,13.7,No,0,1103
Alabama,Perry,Donald Trump,Republican,No,371,92.7,Yes,50,1105
Alabama,Perry,Nikki Haley,Republican,No,18,4.5,No,0,1105
Alabama,Pickens,Donald Trump,Republican,No,371,92.7,Yes,50,1107
Alabama,Pickens,Nikki Haley,Republican,No,18,4.5,No,0,1107
Alabama,Pike,Donald Trump,Republican,No,3096,87.5,Yes,50,1109
Alabama,Pike,Nikki Haley,Republican,No,340,9.6,No,0,1109
Alabama,Randolph,Donald Trump,Republican,No,3528,88.8,Yes,50,1111
Alabama,Randolph,Nikki Haley,Republican,No,319,8,No,0,1111
Alabama,Russell,Donald Trump,Republican,No,3528,88.8,Yes,50,1113
Alabama,Russell,Nikki Haley,Republican,No,319,8,No,0,1113
Alabama,Shelby,Donald Trump,Republican,No,24441,78.8,Yes,50,1117
Alabama,Shelby,Nikki Haley,Republican,No,5264,17,No,0,1117
Alabama,St. Clair,Donald Trump,Republican,No,12224,88,Yes,50,1115
Alabama,St. Clair,Nikki Haley,Republican,No,1233,8.9,No,0,1115
Alabama,Sumter,Donald Trump,Republican,No,12224,88,Yes,50,1119
Alabama,Sumter,Nikki Haley,Republican,No,1233,8.9,No,0,1119
Alabama,Talladega,Donald Trump,Republican,No,7150,89.3,Yes,50,1121
Alabama,Talladega,Nikki Haley,Republican,No,675,8.4,No,0,1121
Alabama,Tallapoosa,Donald Trump,Republican,No,5677,87.4,Yes,50,1123
Alabama,Tallapoosa,Nikki Haley,Republican,No,673,10.4,No,0,1123
Alabama,Tuscaloosa,Donald Trump,Republican,No,5677,87.4,Yes,50,1125
Alabama,Tuscaloosa,Nikki Haley,Republican,No,673,10.4,No,0,1125
Alabama,Walker,Donald Trump,Republican,No,10793,90.1,Yes,50,1127
Alabama,Walker,Nikki Haley,Republican,No,807,6.7,No,0,1127
Alabama,Washington,Donald Trump,Republican,No,2889,91.5,Yes,50,1129
Alabama,Washington,Nikki Haley,Republican,No,164,5.2,No,0,1129
Alabama,Wilcox,Donald Trump,Republican,No,2889,91.5,Yes,50,1131
Alabama,Wilcox,Nikki Haley,Republican,No,164,5.2,No,0,1131
Alabama,Winston,Donald Trump,Republican,No,5434,89.4,Yes,50,1133
Alabama,Winston,Nikki Haley,Republican,No,458,7.5,No,0,1133
Alaska,Alaska,Donald Trump,Republican,No,9243,87.6,Yes,29,
Alaska,Alaska,Nikki Haley,Republican,No,1266,12,No,0,
Arkansas,Arkansas County,Donald Trump,Republican,No,1334,81.4,Yes,39,
Arkansas,Arkansas County,Nikki Haley,Republican,No,250,15.2,No,1,
Arkansas,Arkansas County,Asa Hutchinson,Republican,No,39,2.4,No,0,
Arkansas,Ashley,Donald Trump,Republican,No,1332,90.5,Yes,39,5003
Arkansas,Ashley,Nikki Haley,Republican,No,104,7.1,No,1,5003
Arkansas,Ashley,Asa Hutchinson,Republican,No,10,0.7,No,0,5003
Arkansas,Baxter,Donald Trump,Republican,No,4903,80.4,Yes,39,5005
Arkansas,Baxter,Nikki Haley,Republican,No,969,15.9,No,1,5005
Arkansas,Baxter,Asa Hutchinson,Republican,No,141,2.3,No,0,5005
Arkansas,Benton,Donald Trump,Republican,No,19442,68.4,Yes,39,5007
Arkansas,Benton,Nikki Haley,Republican,No,7258,25.5,No,1,5007
Arkansas,Benton,Asa Hutchinson,Republican,No,917,3.2,No,0,5007
Arkansas,Boone,Donald Trump,Republican,No,3806,82.9,Yes,39,5009
Arkansas,Boone,Nikki Haley,Republican,No,594,12.9,No,1,5009
Arkansas,Boone,Asa Hutchinson,Republican,No,108,2.4,No,0,5009
Arkansas,Bradley,Donald Trump,Republican,No,556,87.3,Yes,39,5011
Arkansas,Bradley,Nikki Haley,Republican,No,60,9.4,No,1,5011
Arkansas,Bradley,Asa Hutchinson,Republican,No,10,1.6,No,0,5011
Arkansas,Calhoun,Donald Trump,Republican,No,693,88.2,Yes,39,5013
Arkansas,Calhoun,Nikki Haley,Republican,No,62,7.9,No,1,5013
Arkansas,Calhoun,Asa Hutchinson,Republican,No,18,2.3,No,0,5013
Arkansas,Carroll,Donald Trump,Republican,No,2198,78.1,Yes,39,5015
Arkansas,Carroll,Nikki Haley,Republican,No,498,17.7,No,1,5015
Arkansas,Carroll,Asa Hutchinson,Republican,No,59,2.1,No,0,5015
Arkansas,Chicot,Donald Trump,Republican,No,392,87.3,Yes,39,5017
Arkansas,Chicot,Nikki Haley,Republican,No,46,10.2,No,1,5017
Arkansas,Chicot,Asa Hutchinson,Republican,No,7,1.6,No,0,5017
Arkansas,Clark,Donald Trump,Republican,No,1569,76.7,Yes,39,5019
Arkansas,Clark,Nikki Haley,Republican,No,370,18.1,No,1,5019
Arkansas,Clark,Asa Hutchinson,Republican,No,59,2.9,No,0,5019
Arkansas,Clay,Donald Trump,Republican,No,1252,86.2,Yes,39,5021
Arkansas,Clay,Nikki Haley,Republican,No,131,9,No,1,5021
Arkansas,Clay,Asa Hutchinson,Republican,No,42,2.9,No,0,5021
Arkansas,Cleburne,Donald Trump,Republican,No,4485,82.7,Yes,39,5023
Arkansas,Cleburne,Nikki Haley,Republican,No,727,13.4,No,1,5023
Arkansas,Cleburne,Asa Hutchinson,Republican,No,114,2.1,No,0,5023
Arkansas,Cleveland,Donald Trump,Republican,No,879,88.5,Yes,39,5025
Arkansas,Cleveland,Nikki Haley,Republican,No,96,9.7,No,1,5025
Arkansas,Cleveland,Asa Hutchinson,Republican,No,7,0.7,No,0,5025
Arkansas,Columbia,Donald Trump,Republican,No,1473,84,Yes,39,5027
Arkansas,Columbia,Nikki Haley,Republican,No,183,10.4,No,1,5027
Arkansas,Columbia,Asa Hutchinson,Republican,No,54,3.1,No,0,5027
Arkansas,Conway,Donald Trump,Republican,No,1295,81.2,Yes,39,5029
Arkansas,Conway,Nikki Haley,Republican,No,245,15.3,No,1,5029
Arkansas,Conway,Asa Hutchinson,Republican,No,35,2.2,No,0,5029
Arkansas,Craighead,Donald Trump,Republican,No,5521,78.9,Yes,39,5031
Arkansas,Craighead,Nikki Haley,Republican,No,1185,16.9,No,1,5031
Arkansas,Craighead,Asa Hutchinson,Republican,No,156,2.2,No,0,5031
Arkansas,Crawford,Donald Trump,Republican,No,5831,82,Yes,39,5033
Arkansas,Crawford,Nikki Haley,Republican,No,998,14,No,1,5033
Arkansas,Crawford,Asa Hutchinson,Republican,No,173,2.4,No,0,5033
Arkansas,Crittenden,Donald Trump,Republican,No,1855,84.7,Yes,39,5035
Arkansas,Crittenden,Nikki Haley,Republican,No,238,10.9,No,1,5035
Arkansas,Crittenden,Asa Hutchinson,Republican,No,49,2.2,No,0,5035
Arkansas,Cross,Donald Trump,Republican,No,1808,85.6,Yes,39,5037
Arkansas,Cross,Nikki Haley,Republican,No,206,9.7,No,1,5037
Arkansas,Cross,Asa Hutchinson,Republican,No,53,2.5,No,0,5037
Arkansas,Dallas,Donald Trump,Republican,No,353,87.6,Yes,39,5039
Arkansas,Dallas,Nikki Haley,Republican,No,42,10.4,No,1,5039
Arkansas,Dallas,Asa Hutchinson,Republican,No,7,1.7,No,0,5039
Arkansas,Desha,Donald Trump,Republican,No,367,87.4,Yes,39,5041
Arkansas,Desha,Nikki Haley,Republican,No,46,10.9,No,1,5041
Arkansas,Desha,Asa Hutchinson,Republican,No,5,1.2,No,0,5041
Arkansas,Drew,Donald Trump,Republican,No,945,81.6,Yes,39,5043
Arkansas,Drew,Nikki Haley,Republican,No,186,16.1,No,1,5043
Arkansas,Drew,Asa Hutchinson,Republican,No,14,1.2,No,0,5043
Arkansas,Faulkner,Donald Trump,Republican,No,8361,75.7,Yes,39,5045
Arkansas,Faulkner,Nikki Haley,Republican,No,2139,19.4,No,1,5045
Arkansas,Faulkner,Asa Hutchinson,Republican,No,283,2.6,No,0,5045
Arkansas,Franklin,Donald Trump,Republican,No,1510,82.1,Yes,39,5047
Arkansas,Franklin,Nikki Haley,Republican,No,242,13.2,No,1,5047
Arkansas,Franklin,Asa Hutchinson,Republican,No,55,3,No,0,5047
Arkansas,Fulton,Donald Trump,Republican,No,1236,85.2,Yes,39,5049
Arkansas,Fulton,Nikki Haley,Republican,No,159,11,No,1,5049
Arkansas,Fulton,Asa Hutchinson,Republican,No,34,2.3,No,0,5049
Arkansas,Garland,Donald Trump,Republican,No,7644,76.1,Yes,39,5051
Arkansas,Garland,Nikki Haley,Republican,No,1985,19.8,No,1,5051
Arkansas,Garland,Asa Hutchinson,Republican,No,261,2.6,No,0,5051
Arkansas,Grant,Donald Trump,Republican,No,1595,84.4,Yes,39,5053
Arkansas,Grant,Nikki Haley,Republican,No,240,12.7,No,1,5053
Arkansas,Grant,Asa Hutchinson,Republican,No,31,1.6,No,0,5053
Arkansas,Greene,Donald Trump,Republican,No,4081,81.3,Yes,39,5055
Arkansas,Greene,Nikki Haley,Republican,No,678,13.5,No,1,5055
Arkansas,Greene,Asa Hutchinson,Republican,No,149,3,No,0,5055
Arkansas,Hempstead,Donald Trump,Republican,No,1803,83,Yes,39,5057
Arkansas,Hempstead,Nikki Haley,Republican,No,239,11,No,1,5057
Arkansas,Hempstead,Asa Hutchinson,Republican,No,89,4.1,No,0,5057
Arkansas,Hot Spring,Donald Trump,Republican,No,2451,84.1,Yes,39,5059
Arkansas,Hot Spring,Nikki Haley,Republican,No,369,12.7,No,1,5059
Arkansas,Hot Spring,Asa Hutchinson,Republican,No,53,1.8,No,0,5059
Arkansas,Howard,Donald Trump,Republican,No,996,82.5,Yes,39,5061
Arkansas,Howard,Nikki Haley,Republican,No,155,12.8,No,1,5061
Arkansas,Howard,Asa Hutchinson,Republican,No,39,3.2,No,0,5061
Arkansas,Independence,Donald Trump,Republican,No,2720,83.8,Yes,39,5063
Arkansas,Independence,Nikki Haley,Republican,No,426,13.1,No,1,5063
Arkansas,Independence,Asa Hutchinson,Republican,No,61,1.9,No,0,5063
Arkansas,Izard,Donald Trump,Republican,No,1770,83.4,Yes,39,5065
Arkansas,Izard,Nikki Haley,Republican,No,254,12,No,1,5065
Arkansas,Izard,Asa Hutchinson,Republican,No,65,3.1,No,0,5065
Arkansas,Jackson,Donald Trump,Republican,No,1143,86.7,Yes,39,5067
Arkansas,Jackson,Nikki Haley,Republican,No,134,10.2,No,1,5067
Arkansas,Jackson,Asa Hutchinson,Republican,No,29,2.2,No,0,5067
Arkansas,Jefferson,Donald Trump,Republican,No,2120,84.1,Yes,39,5069
Arkansas,Jefferson,Nikki Haley,Republican,No,318,12.6,No,1,5069
Arkansas,Jefferson,Asa Hutchinson,Republican,No,56,2.2,No,0,5069
Arkansas,Johnson,Donald Trump,Republican,No,1759,81.1,Yes,39,5071
Arkansas,Johnson,Nikki Haley,Republican,No,337,15.5,No,1,5071
Arkansas,Johnson,Asa Hutchinson,Republican,No,53,2.4,No,0,5071
Arkansas,Lafayette,Donald Trump,Republican,No,481,89.7,Yes,39,5073
Arkansas,Lafayette,Nikki Haley,Republican,No,36,6.7,No,1,5073
Arkansas,Lafayette,Asa Hutchinson,Republican,No,6,1.1,No,0,5073
Arkansas,Lawrence,Donald Trump,Republican,No,1254,83.2,Yes,39,5075
Arkansas,Lawrence,Nikki Haley,Republican,No,174,11.5,No,1,5075
Arkansas,Lawrence,Asa Hutchinson,Republican,No,53,3.5,No,0,5075
Arkansas,Lee,Donald Trump,Republican,No,463,89,Yes,39,5077
Arkansas,Lee,Nikki Haley,Republican,No,34,6.5,No,1,5077
Arkansas,Lee,Asa Hutchinson,Republican,No,8,1.5,No,0,5077
Arkansas,Lincoln,Donald Trump,Republican,No,568,87.5,Yes,39,5079
Arkansas,Lincoln,Nikki Haley,Republican,No,64,9.9,No,1,5079
Arkansas,Lincoln,Asa Hutchinson,Republican,No,11,1.7,No,0,5079
Arkansas,Little River,Donald Trump,Republican,No,1015,90.4,Yes,39,5081
Arkansas,Little River,Nikki Haley,Republican,No,76,6.7,No,1,5081
Arkansas,Little River,Asa Hutchinson,Republican,No,21,1.9,No,0,5081
Arkansas,Logan,Donald Trump,Republican,No,1682,80.7,Yes,39,5083
Arkansas,Logan,Nikki Haley,Republican,No,319,15.3,No,1,5083
Arkansas,Logan,Asa Hutchinson,Republican,No,46,2.2,No,0,5083
Arkansas,Lonoke,Donald Trump,Republican,No,4774,82.3,Yes,39,5085
Arkansas,Lonoke,Nikki Haley,Republican,No,856,14.8,No,1,5085
Arkansas,Lonoke,Asa Hutchinson,Republican,No,90,1.5,No,0,5085
Arkansas,Madison,Donald Trump,Republican,No,1755,81.1,Yes,39,5087
Arkansas,Madison,Nikki Haley,Republican,No,317,14.7,No,1,5087
Arkansas,Madison,Asa Hutchinson,Republican,No,52,2.4,No,0,5087
Arkansas,Marion,Donald Trump,Republican,No,2286,82,Yes,39,5089
Arkansas,Marion,Nikki Haley,Republican,No,378,13.5,No,1,5089
Arkansas,Marion,Asa Hutchinson,Republican,No,69,2.5,No,0,5089
Arkansas,Miller,Donald Trump,Republican,No,3223,87.3,Yes,39,5091
Arkansas,Miller,Nikki Haley,Republican,No,342,9.3,No,1,5091
Arkansas,Miller,Asa Hutchinson,Republican,No,71,1.9,No,0,5091
Arkansas,Mississippi,Donald Trump,Republican,No,2441,81.6,Yes,39,5093
Arkansas,Mississippi,Nikki Haley,Republican,No,341,11.4,No,1,5093
Arkansas,Mississippi,Asa Hutchinson,Republican,No,129,4.3,No,0,5093
Arkansas,Monroe,Donald Trump,Republican,No,479,86.6,Yes,39,5095
Arkansas,Monroe,Nikki Haley,Republican,No,59,10.6,No,1,5095
Arkansas,Monroe,Asa Hutchinson,Republican,No,11,2,No,0,5095
Arkansas,Montgomery,Donald Trump,Republican,No,761,85.5,Yes,39,5097
Arkansas,Montgomery,Nikki Haley,Republican,No,109,12.2,No,1,5097
Arkansas,Montgomery,Asa Hutchinson,Republican,No,8,0.9,No,0,5097
Arkansas,Nevada,Donald Trump,Republican,No,637,85.8,Yes,39,5099
Arkansas,Nevada,Nikki Haley,Republican,No,72,9.7,No,1,5099
Arkansas,Nevada,Asa Hutchinson,Republican,No,16,2.2,No,0,5099
Arkansas,Newton,Donald Trump,Republican,No,945,86.1,Yes,39,5101
Arkansas,Newton,Nikki Haley,Republican,No,121,11,No,1,5101
Arkansas,Newton,Asa Hutchinson,Republican,No,22,2,No,0,5101
Arkansas,Ouachita,Donald Trump,Republican,No,1108,85.4,Yes,39,5103
Arkansas,Ouachita,Nikki Haley,Republican,No,163,12.5,No,1,5103
Arkansas,Ouachita,Asa Hutchinson,Republican,No,14,1.1,No,0,5103
Arkansas,Perry,Donald Trump,Republican,No,1255,84.3,Yes,39,5105
Arkansas,Perry,Nikki Haley,Republican,No,186,12.5,No,1,5105
Arkansas,Perry,Asa Hutchinson,Republican,No,37,2.5,No,0,5105
Arkansas,Phillips,Donald Trump,Republican,No,717,91.4,Yes,39,5107
Arkansas,Phillips,Nikki Haley,Republican,No,42,5.4,No,1,5107
Arkansas,Phillips,Asa Hutchinson,Republican,No,19,2.4,No,0,5107
Arkansas,Pike,Donald Trump,Republican,No,1026,87.1,Yes,39,5109
Arkansas,Pike,Nikki Haley,Republican,No,121,10.3,No,1,5109
Arkansas,Pike,Asa Hutchinson,Republican,No,19,1.6,No,0,5109
Arkansas,Poinsett,Donald Trump,Republican,No,1900,87.7,Yes,39,5111
Arkansas,Poinsett,Nikki Haley,Republican,No,185,8.5,No,1,5111
Arkansas,Poinsett,Asa Hutchinson,Republican,No,61,2.8,No,0,5111
Arkansas,Polk,Donald Trump,Republican,No,1886,87.1,Yes,39,5113
Arkansas,Polk,Nikki Haley,Republican,No,216,10,No,1,5113
Arkansas,Polk,Asa Hutchinson,Republican,No,26,1.2,No,0,5113
Arkansas,Pope,Donald Trump,Republican,No,5417,80,Yes,39,5115
Arkansas,Pope,Nikki Haley,Republican,No,1000,14.8,No,1,5115
Arkansas,Pope,Asa Hutchinson,Republican,No,214,3.2,No,0,5115
Arkansas,Prairie,Donald Trump,Republican,No,845,86.6,Yes,39,5117
Arkansas,Prairie,Nikki Haley,Republican,No,95,9.7,No,1,5117
Arkansas,Prairie,Asa Hutchinson,Republican,No,18,1.8,No,0,5117
Arkansas,Pulaski,Donald Trump,Republican,No,13352,59.1,Yes,39,5119
Arkansas,Pulaski,Nikki Haley,Republican,No,7881,34.9,No,1,5119
Arkansas,Pulaski,Asa Hutchinson,Republican,No,927,4.1,No,0,5119
Arkansas,Randolph,Donald Trump,Republican,No,1157,81.4,Yes,39,5121
Arkansas,Randolph,Nikki Haley,Republican,No,228,16,No,1,5121
Arkansas,Randolph,Asa Hutchinson,Republican,No,19,1.3,No,0,5121
Arkansas,Saline,Donald Trump,Republican,No,11214,75.8,Yes,39,5125
Arkansas,Saline,Nikki Haley,Republican,No,2843,19.2,No,1,5125
Arkansas,Saline,Asa Hutchinson,Republican,No,477,3.2,No,0,5125
Arkansas,Scott,Donald Trump,Republican,No,1032,87.5,Yes,39,5127
Arkansas,Scott,Nikki Haley,Republican,No,117,9.9,No,1,5127
Arkansas,Scott,Asa Hutchinson,Republican,No,19,1.6,No,0,5127
Arkansas,Searcy,Donald Trump,Republican,No,1395,88.1,Yes,39,5129
Arkansas,Searcy,Nikki Haley,Republican,No,136,8.6,No,1,5129
Arkansas,Searcy,Asa Hutchinson,Republican,No,31,2,No,0,5129
Arkansas,Sebastian,Donald Trump,Republican,No,8605,75.5,Yes,39,5131
Arkansas,Sebastian,Nikki Haley,Republican,No,2228,19.5,No,1,5131
Arkansas,Sebastian,Asa Hutchinson,Republican,No,328,2.9,No,0,5131
Arkansas,Sevier,Donald Trump,Republican,No,723,88.3,Yes,39,5133
Arkansas,Sevier,Nikki Haley,Republican,No,76,9.3,No,1,5133
Arkansas,Sevier,Asa Hutchinson,Republican,No,11,1.3,No,0,5133
Arkansas,Sharp,Donald Trump,Republican,No,1862,86,Yes,39,5135
Arkansas,Sharp,Nikki Haley,Republican,No,221,10.2,No,1,5135
Arkansas,Sharp,Asa Hutchinson,Republican,No,57,2.6,No,0,5135
Arkansas,St. Francis,Donald Trump,Republican,No,706,84.5,Yes,39,5123
Arkansas,St. Francis,Nikki Haley,Republican,No,81,9.7,No,1,5123
Arkansas,St. Francis,Asa Hutchinson,Republican,No,28,3.4,No,0,5123
Arkansas,Stone,Donald Trump,Republican,No,1798,84.6,Yes,39,5137
Arkansas,Stone,Nikki Haley,Republican,No,241,11.3,No,1,5137
Arkansas,Stone,Asa Hutchinson,Republican,No,50,2.4,No,0,5137
Arkansas,Union,Donald Trump,Republican,No,2014,83.3,Yes,39,5139
Arkansas,Union,Nikki Haley,Republican,No,315,13,No,1,5139
Arkansas,Union,Asa Hutchinson,Republican,No,49,2,No,0,5139
Arkansas,Van Buren,Donald Trump,Republican,No,1822,83.7,Yes,39,5141
Arkansas,Van Buren,Nikki Haley,Republican,No,288,13.2,No,1,5141
Arkansas,Van Buren,Asa Hutchinson,Republican,No,36,1.7,No,0,5141
Arkansas,Washington,Donald Trump,Republican,No,12056,65.4,Yes,39,5143
Arkansas,Washington,Nikki Haley,Republican,No,5283,28.6,No,1,5143
Arkansas,Washington,Asa Hutchinson,Republican,No,661,3.6,No,0,5143
Arkansas,White,Donald Trump,Republican,No,7083,78.1,Yes,39,5145
Arkansas,White,Nikki Haley,Republican,No,1428,15.7,No,1,5145
Arkansas,White,Asa Hutchinson,Republican,No,302,3.3,No,0,5145
Arkansas,Woodruff,Donald Trump,Republican,No,376,87.4,Yes,39,5147
Arkansas,Woodruff,Nikki Haley,Republican,No,41,9.5,No,1,5147
Arkansas,Woodruff,Asa Hutchinson,Republican,No,7,1.6,No,0,5147
Arkansas,Yell,Donald Trump,Republican,No,1307,84.3,Yes,39,5149
Arkansas,Yell,Nikki Haley,Republican,No,203,13.1,No,1,5149
Arkansas,Yell,Asa Hutchinson,Republican,No,19,1.2,No,0,5149
California,Alameda,Donald Trump,Republican,No,31063,70.1,Yes,169,6001
